user,bot
😐,دزفول باید بعد ظهر بری شنا کنی بعد شبش جوجه کباب کنی تا صبحش هم خوش گذرونی ساعت 6صبح برگردی خونه همین
چقد هوا شرجی بدیه,به هرحال هرجامیخوای زندگی کنی من برات بهتریناروآروزومیکنم
با موج هایه منفی نرید رو اعصابم😐,آره
وای مردم از هوا,دقیقا
خفه شدم,کدوم موج؟😐
چقدر گرم بود,ی آهنگ بود
آلبرده,ممنون امید جان همچنین
😢😢😢,10شب یا صبح
منو نتلسونید,خوبه
سوال چالشی \n\nحاضری چقدر پول بهت بدن جنسیتت عوض بشه\n\n😐😐😐,نیا
تو دلم جنگ😐,خودت جواب بده من طراح سوالم😐
😐🖖,نداره\n\nچرا فکر میکنی همه دختر  دوس پسر دارن 🤔
😐😐😐,خوتوفاطمه برین شمال😜😜
والا از استان های دیگ میان اینجا زندگی کنن بعد مینالن از گرما بعد بقیه فکر میکنن خوزستانی ها میگن,خوب کجاش غیرطبیعیه
سلام,هست
‌\nزبان استخوانی ندارداما برای شکستن یک قلب،به قدر کافی قوی است\nپس مراقب گفتارت باش.\n‌‌‌,سلام خوبی
😐زهرا از آزمون نیومد؟,💜😐
های,مرسی تو چطوری
🐢👨🏻‍🦯,بدم میاد از شرجی😢
بازم مثل همیشه خلوته,خوبم
😐😐,😂😂😂😂
از اونجا که خونواده ما پرجمعیت بود، من بچگیام اتاق مستقل نداشتم. واسه همین هر وقت قهر میکردم، میرفتم توی دستشویی و درو قفل میکردم \nو مجددا از اونجا که خونواده ما پرجمعیت بود، خیلی زود از دلم در میاوردن ☹️😂😂,اره
🤦‍♂🤦‍♂🤦‍♂,👍😁
🏇,ممنونم شما چطوری
سلام ک جواب بلد نیستین بی ادبا,چرا دروغ بگم الان
بریم لف,خداروشکر
یک روح پسرونه در جسم دخترونه 🤨,تا شقایق هست ...
لف بدم بابای,☺️☺️
چرا الکی اخمو روتون به هم میاد 🙄🤔,پل حمید آباد
دلم واسه کتک کاری هایه بچگیم تنگ شده😐چقدر پسرا رو کتک میزدم 😃😂😂,چرا میتونی اینقدر جاهای باصفایی تو روستاهاش داره \nشرجی هم بیشتر لب دریاشه
سلام,آره
با موج هایه منفی نرید رو اعصابم😐,👍😟
😐فاطی چالش نزاری با این چالش گذاشتنت,آخ آخ
خدابگم چیکارش نکنه,کدوم موج؟😐
تو که میگی حرفت لایک داره آخر کدوم طرفی هستی امید😂,ممنون امید جان همچنین
الان بحس فلسفیه؟,10شب یا صبح
چ ربطی داره,خواهش
سوال چالشی \n\nحاضری چقدر پول بهت بدن جنسیتت عوض بشه\n\n😐😐😐,خب میگم تا دیگه نفرستی  زشته
ﺩﺧﺘﺮ ﻫﻤﺴﺎﯾﻤﻮﻥ ﺑﺎ ﻣﺎﺷﯿﻨﺶ ﺩﺍﺷﺖ ﻣﯿﺮﻓﺖ ﺭﺍﻫﻨﻤﺎﯼ ﭼﭗ ﺭﻭ ﺯﺩ ﺑﻌﺪ يهو ﭘﯿﭽﯿﺪ ﺑﻪ ﺭﺍﺳﺖ!\nﻣﻨﻢ ﺑﺎ ﻣﻮﺗﻮﺭ ﺭﻓﺘﻢ ﺗﻮ ﺷﯿﺸﻪ ماشينش\nﻣﯿﮕﻢ ﺗﻮ ﮐﻪ ﺭﺍﻫﻨﻤﺎﯼ ﺍﻭﻧﻮﺭﻭ ﺯﺩﻩ ﺑﻮﺩﯼ ﭼﺮﺍ ﺍﯾﻨﻮﺭﯼ ﺍﻭﻣﺪﯼ؟\n ﻣﯿﮕﻪ ﺭﺍﻫﻨﻤﺎ ﺯﺩﻡ ﮐﻪ ﺯﺩﻡ ، ﺗﻮ که صب تا شب آمار منو میگیری ﻧﻤﯿﺪﻭﻧﯽ ﺧﻮﻧﻪ ﻣﺎ سمت ﺭﺍﺳﺘﻪ؟\nخداییش اصلن لال شدم 😂,😍
👩‍🦯👩‍🦯👩‍🦯,😂😂
😂فاطمه مغزتو  شستو  شو دادن رفتی مسافرت,با ی تیر دو نشون
😂😂😂,امممم\nاره تغییر جنسیت میدادم\nولی بدیش اینکه بلد نیستم مثل پسرا رفتار کنم\nعین دخترا لوسم 😐\n\nبعد تو فامیل بد بود\nبا دخترا ک دوس بودم دیگه نمیتونستم باشم پسرا ک ازشون فاصله میگرفتم باس رفیق بشم 😂😂😂
فعلا بچه ها ❤️✋,😂👍
من نمیدونم چرا این دخترا ایقد چسی میان,خب من  ندارم
همش الکیه,😳😳😳😳این جای سوال داره
منم میتونم بسازم,ی دوست دختری داشتم خواهر کوچیکش ترنس بود کلا مث پسرا بود هر کاری کردم نتونستم فازشو هضم کنم
سلام,نداره\n\nچرا فکر میکنی همه دختر  دوس پسر دارن 🤔
خدایاا پاییز نزدیکه این شرجیا چیه دیگه تورو حسین بس کننن,اصلا دوست نداشت مث ی دختر باش رفتار کنم عشقش این بود ک اونو فقط و فقط ب چشم یک پسر ببینم
سلام,باو اینا همه چی میسازن   از خودشون
😐زهرا از آزمون نیومد؟,باش ب من چه فقط قصدم راهنمایی کردنت بود هر کاری دلت میخاد بکن به من سر سوزنی ربط نداره
چت خوش همگی لفت بای,شکر
😐🤦‍♂,👍😁
هه,آخه  کلمه که توبکاربردی کجا همه قبولش دارن
🙂,باش باو تو قبول نکن \n\nمیرم با سازنده حرف میزنم که طبق نظر شما رنگ هارو اسم گذاری کنه
سلام,سلام
سلام علیک,زشته
😒😒,خوبی عزیزم
😐😂ی عمری قلب بنفش میدادم,ای شیطان😂
فق قلب خدم🚶🏻💛,هستم توداری میزنی به جاده خاکی
پزشک گپ🤣,فکرکردم بامنی
اح یا دنیه,مرسی
دوستان چت خوش همگی اگه چیزی گفتم به بزرگی خودتون ببخشیداللخصوص فاطی خانم‌گل 🙏🙏🙏🙏,احححححح برسی
😂😐روحانی از رنگ بنفش استفاده کرد,😂
حسن خره🚶🏻,گوز😐😂
صلوات,🚶‍♂🚶‍♂🏃‍♂🏃‍♂🚶‍♂🚶‍♂🏃‍♂🏃‍♂
خداروشکر چهارتاس اخطار😁,😂
😂,سنجاق
بر بسکوتان شرم باد,سلام برنج
تا بدرودی دیگر درود,سلام
چطوری دکتر,سلام خوبی
نخسته,😏😏
خب,قیافه کج نکن غلطی که خوردی معنی کن
🤦‍♂بچه ها اندکی احترام,برو بابا😏😏
حرفی ک زدی معنی کن,تو چکاره ایی
😐😐😐😐,جون ک چطوری قشنگم
چخبره,دونات
چته,بهتر🤭اشکال ندارع ۹۹درصد اینجا قهرم بام
مهم اون یک درصدن😍,😐چیشد
😕,ویییییی دورازجونم🙁
مگه من باتو شوخی دارم😐🙄,شکر چ خبر از پسرع
رفیقابای,تو چته
چتونهههههه,چطوری گلم😍😍❤
البتح خبر جدیدیم ندارم,باچ
ظهر بخیر بچه های خوب,😒😒صدبار گفتم خپل نگو
سلاممم,از جلو چشم دور شو😕
🤨,سلام خوبی
لاغر باربی خوبه😕,منظورم پر باشه😐💔لاغر نخوبه خوش هیکل خوبه از اونا ک شکم پهلو ندارن ولی پر ان
فعلا همگی,بجاش .... دارن😜
خیلیم خوبه وزن بین ۵۶تا ۶۵,دروغ دارم بگمت😐
همچیش رو فرمه بیشتر از اون دیگ بد میشه البته برا دخترا قد بلند بیشترم خوبه,اره خداروشکر
پسرارو😐,بیا بگلم
🤦‍♀,بله بین این حدوده
چق بدم میاد پصر ممه داشته باشح😐🚶🏻,😏😏
سلام,آقامون😕
😐🤮,بگیر انور حالمونو بهم زدی😂
🚶🏻,تو خیلی چیزا میخوای بدی .نمیشه که
پرو نشو,اخطار
حیل,اخراج
ای جان,سلامت
🙄🙄,گفتی ای جان گفتم جانت سلامت
🙂,سپاس🙏
🙂🙂,قربانت
سلام,مرسی ☺️
خوبید همگی,سلام
اخر انتحر😐🔪,بخواب بابا بهترین کاره
😐😐😐,چیه
منم یواش یواش باید اماده شم برا مدرسه😂,😐🤦‍♀
کلا ۱۷نفریم خداکنه تقسیم نشییییم,/:
با دوستات یروز رو بردارین,دست ما نیست
خوبید؟,سلام
😐😐,چیته
شکر خدا که مدرسه تموم شده واسم,بد میگذرههههه؟؟؟؟!!!!😐
ما سرطان هم میگرفتیم باید میرفتیم مدرسه😐😂🤦‍♀,دقیقا یادش نه بخیر😂
خوبین,😐🤦‍♀😂 همتون جای بچه های منین
🤦‍♂🤦‍♂🤦‍♂,شکر خدا مچکرم
😐,😐😂تا ای حد سنم بالا میزنه
مسی جون جدت چهار سال پیرم نکن😂😂😂😂,😂
😂😂😂,یعنی ۳۰ سالته😂
باید برم پوستمو بکشم فایده نداره خیلی پیر شدم😐😂,ای جونم ۳۰ هستی
😐😐۳۰سالشم نباشه اینا میگن ۳۰سالته شاید بیشتر 😂👌,بیا تا پوستتو بکشم واست😐😐
من برم عصر میام.خیلی خسته ام,یا حق
اها دوتا پاتو🙄🤦‍♂,حواسم نیس لحجه رو متوجه نمیشی😐😂
تو ک دامن پوشیدی پاچه نداری😬🙊😂,اره😐
💢گفَِتَِمَِ شَِرَِاَِبَِ.گَِفَِتَِ مَِمَِنَِوَِعَِ...✖♨️گفَِتَِمَِ بَِوَِسَِه َِگَِفَِتَِ مَِمَِنَِوَِعَِ✖⭕️گفَِتَِمَِ عَِشَِقَِ گَِفَِتَِ مَِمَِنَِوَِعَِ💢گفَِتَِمَِ دَِوَِسَِتَِتَِ دَِاَِرَِمَِ.گَِفَِتَِ مَِمَِنَِوَِعَِ✖َِوَِحَِاَِلَِاَِ بَِاَِ شَِیَِشَِهَِ اَِیَِ گَِلَِاَِبَِ آمَِدَِهَِ بَِرَِ رَِوَِیَِ سَِنَِگَِ قَِبَِرَِمَِ بَِوَِسَِهَِ مَِیَِزَِنَِدَِ وَِ مَِیَِگَِوَِیَِدَِ:َِعَِاَِشَِقَِاَِن,کثافت😒😒
درک میخوام که فکر بد کنی😂,فکرمو خراب نکن😒😒
🐫🚶‍♂\n\n\n\n\n\nمنو سخر در حال عبور از گپ😂😂😂,دین دارم😒
اونم شتره😂😂😂😂,😐
دیگه هر عکسی عکس العملی هم داره,میخوای با هم تو گپ قدم بزنیم\n\n\n\n\n\n🦃🚶‍♂
😂😂😂😂,بقلمون😐😐
من کلا اهل توهین‌کردن به بقیه نیستم,۲۰
‌‌‌\n‏قدیما غم بود، ولی خب آدم خوب هم  بود...*))\n‌‌‌,پس چرا گفت۳۴😒
"انقد خوب باشين كه اگه بهتون گفتن \n\""ايشالله يكی گيرت بياد عين خودت\"" \nواستون دعای خير باشه نه نفرين ...\n‌",بله👌
بعضیا قهر کردن😐,😂😐میثم؟
وقتی فرق بین شوخی و جدی رو نمیدونین و پای شخصیت آدم و وسط میکشین دیگه ترجیح میدم حرفی نزنم😏,یعنی مردم🤣🤣🤣🤣🤣
😐,من همچین جسارتی نکردم
خدا وکیلی خودم قهر کردم خودمم رفتم منت کشی 😐😂\nاین چه زندگیهههه ؟؟؟😂🤦‍♀,در هر صورت دیگه شوخی نمیکنم ک ن کسی فنگ بندازه و ن کسی ناراحت بشه
ﻣﯿﮕﻦ ﻫﯿﭻ ﻋﺸﻘﯽ ﺗﻮ ﺩﻧﯿﺎ ﻣﺜﻞ ﻋﺸﻖ ﺍﻭﻟﯽ ﻧﯿﺴﺖ …\n\n\n\n\n\n\nﺯﺭ ﺯﺩﻩ ﻫﺮ ﮐﯽ اینو ﮔﻔﺘﻪ …\nﺍﺗﻔﺎﻗﺎ ﻫﺮﭼﯽ ﺟﻠﻮﺗﺮ ﻣﯿﺮﯼ ﺑﻪ ﻣﻮﺍﺭﺩ ﺑﻬﺘﺮﯼ\nﺑﺮﻣﯿﺨﻮﺭﯼ !!!..\nﺍﺻﻼﺧﻮﺩﺗﻮﻧﻮ ﻣﺤﺪﻭﺩ ﻧﮑﻨﯿﺪ ﻭﺍﻻﺍﺍﺍﺍﺍﺍ\n😜😂😂😂😂😂,اخطار
‏ایستگاه صلواتی بود گفتم چایی دارچینی نمیدین؟گفت مگه خونه عمته؟\n\n\n\nمیخوام بگم یعنی حتی تو محرم هم عمه ها راحت نیستن😂😂😂,هه باش ۵۰ تا ممبر میارم بعدش تو رو میگم اخراجت کنند😁😁
😀,من حتما باید یه چیز قهوای بخورم انقدر دعوام نکنی فک کنم😐
والا تا حالا تو عمرم انقدر کوتاه نیومده بودم 😐😂,😐😐حیف ک نمیشه ی چیزیو بگم😐❤️
اینجا دیگه جای بحث نیست🙄,میبینی چه پروعه😐
معدم😐😐😐,اوفیییی😐
بیشتر وقتی گشنم بشه اینطور میشم,علائم زخم معده رو داری شایدم اثنی عشر
